priority,recommendation,cluster,title,candidate_url,post_id,post_type,live_status,clicks,impressions,reasons,gsc_risk,gsc_matched,gsc_top_queries,status,safety_gate
"P2","HOLD","needs-classification","לשון הרע תלונה במשטרה","http://jus-tice.co.il/articles/%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%AA%D7%9C%D7%95%D7%A0%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94","12273","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","חוקי הנדל”ן בישראל מול צרפת: מדריך להשקעות ונכסים (2025)","http://jus-tice.co.il/%D7%97%D7%95%D7%A7%D7%99-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%9E%D7%95%D7%9C-%D7%A6%D7%A8%D7%A4%D7%AA","12239","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עורך דין דובר צרפתית לרכישת נדל”ן בישראל – המדריך המשפטי המלא למשקיעים מצרפת | Acheter un bien immobilier en Israël : Guide juridique complet","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%93%D7%95%D7%91%D7%A8-%D7%A6%D7%A8%D7%A4%D7%AA%D7%99%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C","12236","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מדריך החזרי מס 2025 + מחשבון מעודכן","http://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F","12179","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","חתימת עורך דין / נוטריון | חתימת מסמכים נוטריוניים ומשפטיים | מחירון 2025","http://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F","12162","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עורך דין לעבירות שוק ההון","http://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%94%D7%95%D7%9F","12082","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מחירון שירותי עורך דין נדל”ן 2025","http://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F","12065","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עסקאות נדל”ן מורכבות | עורך דין נדל”ן","http://jus-tice.co.il/%D7%A2%D7%A1%D7%A7%D7%90%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%9E%D7%95%D7%A8%D7%9B%D7%91%D7%95%D7%AA","12058","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","המדריך המלא לצוואות – מעודכן 2025","http://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA","12036","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","הסכם ממון בישראל – המדריך המקיף לשנת 2025","http://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F","12028","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","בג”ץ הבוגדת: ההשפעות המשפטיות, החברתיות והכלכליות על מערכת המשפט הישראלית","http://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA","12007","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","איפה כדאי להשקיע? נדל”ן בדובאי 2025","http://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%94%D7%A9%D7%A7%D7%99%D7%A2-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%93%D7%95%D7%91%D7%90%D7%99","11977","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","איך לקנות נדל”ן בזול ולהרוויח: המדריך המלא 2025","http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%96%D7%95%D7%9C-%D7%95%D7%9C%D7%94%D7%A8%D7%95%D7%95%D7%99%D7%97","11969","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מהו יועץ נדל”ן? מדריך מקיף להבנת תפקידו וערכו","http://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F","11965","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","האם כדאי לעבוד עם יועץ נדל”ן?","http://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F","11960","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מדריך רכישת נדל”ן במנהטן 2025","http://jus-tice.co.il/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%9E%D7%A0%D7%94%D7%98%D7%9F-%D7%9E%D7%94-%D7%97%D7%95%D7%91%D7%94-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A2%D7%A1%D7%A7%D7%94","11942","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","שנת 2025 | מה עושה עורך דין נדל”ן ומהן העלויות הכרוכות בעבודתו","http://jus-tice.co.il/%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%95%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA%D7%99%D7%95","11922","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","להשקיע ביוון או בקפריסין? השוואת שוק הנדל”ן קפריסין מול יוון","http://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F","11901","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","סקירה על שוק הנדל”ן בקפריסין – מדריך 2025 למשקיעים ישראלים בקפריסין","http://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F","11888","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","איך לבחור את הנכס המושלם? מדריך מפורט לקניית נדל”ן חכם בישראל 2025","http://jus-tice.co.il/articles/%D7%90%D7%99%D7%9A-%D7%9C%D7%91%D7%97%D7%95%D7%A8-%D7%90%D7%AA-%D7%94%D7%A0%D7%9B%D7%A1-%D7%94%D7%9E%D7%95%D7%A9%D7%9C%D7%9D-%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A4%D7%95%D7%A8%D7%98-%D7%9C%D7%A7","11743","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","10 נושאים קריטיים שחייבים לבדוק לפני קניית בית בישראל בשנת 2025","http://jus-tice.co.il/articles/10-%D7%A0%D7%95%D7%A9%D7%90%D7%99%D7%9D-%D7%A7%D7%A8%D7%99%D7%98%D7%99%D7%99%D7%9D-%D7%A9%D7%97%D7%99%D7%99%D7%91%D7%99%D7%9D-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%A7%D7%A0%D7%99","11740","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","איפה הכי משתלם לישראלים לקנות נדל”ן בעולם?","http://jus-tice.co.il/articles/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A2%D7%95","11738","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","רכישת נדל”ן 2025 – כל מה שצריך לדעת","http://jus-tice.co.il/articles/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2025-%D7%9B%D7%9C-%D7%9E%D7%94-%D7%A9%D7%A6%D7%A8%D7%99%D7%9A-%D7%9C%D7%93%D7%A2%D7%AA","11736","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מעמדו של חשבון בנק הרשום ע”ש בני הזוג – 1381290-2 – ביה”ד ירושלים‎","http://jus-tice.co.il/articles/%D7%9E%D7%A2%D7%9E%D7%93%D7%95-%D7%A9%D7%9C-%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%91%D7%A0%D7%A7-%D7%94%D7%A8%D7%A9%D7%95%D7%9D-%D7%A2%D7%A9-%D7%91%D7%A0%D7%99-%D7%94%D7%96%D7%95%D7%92-1381290-2","11598","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","משרד עורכי דין ד”ר אסף פוזנר","http://jus-tice.co.il/articles/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%93%D7%A8-%D7%90%D7%A1%D7%A3-%D7%A4%D7%95%D7%96%D7%A0%D7%A8","11573","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","אלמוג-שפירא, חברת עורכי דין","http://jus-tice.co.il/articles/%D7%90%D7%9C%D7%9E%D7%95%D7%92-%D7%A9%D7%A4%D7%99%D7%A8%D7%90-%D7%97%D7%91%D7%A8%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F","11571","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","איתן האזרחי ושות’ | משרד עורכי דין","http://jus-tice.co.il/articles/%D7%90%D7%99%D7%AA%D7%9F-%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%95%D7%A9%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F","11568","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","ד”ר גדעון פישר ושות’ | משרד עורכי דין","http://jus-tice.co.il/articles/%D7%93%D7%A8-%D7%92%D7%93%D7%A2%D7%95%D7%9F-%D7%A4%D7%99%D7%A9%D7%A8-%D7%95%D7%A9%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F","11566","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","דיוויד צ’סנוף (עורך דין) | David Chesnoff","http://jus-tice.co.il/articles/%D7%93%D7%99%D7%95%D7%95%D7%99%D7%93-%D7%A6%D7%A1%D7%A0%D7%95%D7%A3-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-david-chesnoff","11389","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","Garrigues (משרד עורכי דין)","http://jus-tice.co.il/garrigues_law_firm","11333","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","השופט הרי קירש: פס”ד שעניינו חישוב מס מעסקת מכירת נכס בלתי מוחשי (טכנולוגיה) (ע”מ 49933-03-20)","http://jus-tice.co.il/%D7%A2%D7%9E-49933-03-20","11322","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","משרד עורכי דין דיני משפחה בשותפות","http://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%91%D7%A9%D7%95%D7%AA%D7%A4%D7%95%D7%AA","11263","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","בינה מלאכותית משפטית AI | שרותי אינפורמטיקה משפטית","http://jus-tice.co.il/legal_informaticsartificial_intelligence","10831","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","חוות דעת דין זר | מומחה חוות דעת משפטית זרה (חו”ל)","http://jus-tice.co.il/foreign_legal_opinion","10826","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","קרן הגנה משפטית | קרן מימון הגנה משפטית","http://jus-tice.co.il/legal_defense_fund","10820","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מימון משפטי | הלוואה לתביעה | מימון ייצוג (ליטגציה)","http://jus-tice.co.il/legal_financing","10816","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","שרותי בריאות בפורטוגל | רפואה בפורטוגל","http://jus-tice.co.il/healthcare_in_portugal","10798","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","האם לישראלים וזרים גישה לשרותי בריאות בפורטוגל?","http://jus-tice.co.il/access_to_healthcare_for_migrants_in_portugal","10795","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","משרד האוצר (פורטוגל)","http://jus-tice.co.il/ministry_of_finance_portugal","10704","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","בנקו דה פורטוגל | בנק ראשי פורטוגל","http://jus-tice.co.il/articles/%D7%91%D7%A0%D7%A7%D7%95-%D7%93%D7%94-%D7%A4%D7%95%D7%A8%D7%98%D7%95%D7%92%D7%9C-%D7%91%D7%A0%D7%A7-%D7%A8%D7%90%D7%A9%D7%99-%D7%A4%D7%95%D7%A8%D7%98%D7%95%D7%92%D7%9C","10682","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","הקבלן רוצה שאחתום על הליקויים שנמצאו בבדק בית נפתרו/פתוחים. מה עלי לעשות?","http://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%94-%D7%A2%D7%9C-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9C%D7%99%D7%A7%D7%95%D7%99%D7%99%D7%9D","10163","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","מתווך דירות: איך למצוא סוכן נדל”ן טוב","http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A1%D7%95%D7%9B%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%98%D7%95%D7%91","10154","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","בוגר לימודי נדל”ן בארה”ב","http://jus-tice.co.il/%D7%91%D7%95%D7%92%D7%A8-%D7%9C%D7%99%D7%9E%D7%95%D7%93%D7%99-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%90%D7%A8%D7%94%D7%91","10139","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עו”ד צוואות וירושות בחירת עורך דין","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%95%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%AA","10073","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","השופט מגן אלטוביה: פס”ד בעניין תביעה על ביטול הסכם מיזוג (ת”א 4528-01-16)","http://jus-tice.co.il/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%99%D7%96%D7%95%D7%92-%D7%AA%D7%90-4528-01-16","10060","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","אימות חתימה נוטריון – משולב עברית אנגלית","http://jus-tice.co.il/%D7%90%D7%99%D7%9E%D7%95%D7%AA-%D7%97%D7%AA%D7%99%D7%9E%D7%94-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F-%D7%9E%D7%A9%D7%95%D7%9C%D7%91-%D7%A2%D7%91%D7%A8%D7%99%D7%AA-%D7%90%D7%A0%D7%92%D7%9C%D7%99%D7%AA","10016","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","דיני משפחה אוסטרליה","http://jus-tice.co.il/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%9C%D7%99%D7%94","9971","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עורך דין יורופול Europol","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%99%D7%95%D7%A8%D7%95%D7%A4%D7%95%D7%9C","9547","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","עורך דין משפט בינלאומי","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99","9459","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","REWRITE_TRUST_CLAIMS","needs-classification","עורך דין צבאי מומלץ | עורך דין צבאי מחיר","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99","9436","articles","","0","0","trust_claim_review|slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
"P2","HOLD","needs-classification","חוק העונשין, תשל”ז-1977* | מעודכן 2023 עם הסברים","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F","9133","articles","","0","0","slug_or_editorial_mapping_needed","UNKNOWN","NO","","NEEDS_EDITORIAL_SLUG_MAPPING","OWNER_APPROVAL_REQUIRED_BEFORE_PUBLIC_CHANGE"
